algorithm,benchmark,seed,evaluations,best_value,best_candidate
genetic_algorithm,rastrigin,100,20000,0.004609955144175615,"[-0.0006027147238213591, -0.0013141100531756606, 0.0014110802388918005, -0.0007382798325265557, 0.0008704071338102909, 0.0010089527622499947, 0.00021927488874945206, 0.0020774334650807548, -0.003477221052279036, 0.0006167093684528408]"
genetic_algorithm,rastrigin,101,20000,0.00020659836519598684,"[-0.0005269410743568127, -4.019605764707331e-05, -0.0004602998114367496, -0.00016541243958219474, 0.00037983139071971105, 0.00028806842530320633, -0.00013183371359531685, -0.0004845795632212369, 0.00011280562203328405, -0.00017511969662850358]"
genetic_algorithm,rastrigin,102,20000,0.0004317925994712368,"[-0.00023898363742170284, 0.0006504394134625225, 3.853688103724004e-05, -0.0005135612221898831, -0.00025780424040984144, -0.00024005833667131734, -0.00025875866964224833, -0.0003879669463986766, -0.0010405650012283696, -8.191322753589643e-05]"
genetic_algorithm,rastrigin,103,20000,0.0013291555076051509,"[-0.0005628767185281076, 0.0002966543559290697, -0.0004994202111320608, -0.00024709093349354336, -8.761635103888005e-05, -0.0012529477735074737, -0.0002515593063656212, -0.0006239527406094936, 0.0011872581896262985, -0.001595190330209336]"
genetic_algorithm,rastrigin,104,20000,0.00026075964453298184,"[0.00016734828655643163, 0.00034366747757430874, -0.0004938277878640484, -0.00022522452219626024, 0.0008463249317103358, -0.00010615910036707507, -0.00019468801896893871, 0.0003067533556653305, -0.00011872696085651819, -5.437820663341894e-06]"
genetic_algorithm,rastrigin,105,20000,9.112851502379726e-05,"[0.0003042500303767886, -6.01255587935618e-05, 0.000446030597758073, -1.8393031451126485e-05, -0.000255515229035168, 1.8291957697009266e-05, 1.7106689314053698e-05, -5.063787083906112e-06, -5.2373669732371796e-05, -0.0003085238394937398]"
genetic_algorithm,rastrigin,106,20000,0.007939525847987738,"[-0.001257272330450341, -0.0019647046205132908, 0.00010217355413054039, 0.005256355631370416, -7.063969471597322e-05, 0.0005953353104566684, 0.001254007303958911, -0.001231599824786587, 0.001757702621994211, -0.0006349439297680864]"
genetic_algorithm,rastrigin,107,20000,0.00049567257812555,"[-0.0001503288259752541, -3.7396866213022845e-05, 0.0007234910973639173, 0.00019975656544769614, -0.0006673881001027821, -0.000248586443410106, 0.0005187739391082956, -0.00014812619784211557, 0.0010360434954222693, 0.00019864435199114198]"
genetic_algorithm,rastrigin,108,20000,0.0003796233345951805,"[6.0922086140051015e-05, 0.0011131369777179169, -0.00019135540760425277, 0.0006925934954624575, 0.0003185843467877883, 0.00012348442565850387, 1.390157668510553e-05, 1.8603542978389494e-06, -7.673510813685927e-05, -0.00017773221450229402]"
genetic_algorithm,rastrigin,109,20000,0.001463056631465065,"[-0.0007077344895067193, 9.74412106858491e-05, 0.002057666736455542, -0.0008507167901248839, -2.6668105385341054e-05, -0.00013305144461707484, -0.0011189302529968363, -0.00026939861265070367, -0.0007478107765055446, -6.579624470994873e-05]"
genetic_algorithm,rastrigin,110,20000,8.381542954793986e-05,"[-0.00019545581741719153, -0.00021178385548983961, 1.896360751803141e-05, 0.0003196990259567336, 0.0004624078959587275, -5.230192681067633e-05, 7.235402426803607e-05, -9.423374924070045e-05, -3.301158662514367e-05, -7.134394963443253e-05]"
genetic_algorithm,rastrigin,111,20000,2.6589720008018958e-05,"[3.5006329262042597e-06, 7.221519318703172e-05, 1.8993499794094134e-05, 0.0001412223542818894, -7.26860101431689e-05, -4.009367733033406e-05, 6.0401926500799414e-05, -0.0002891971140177748, 3.8863511036313544e-05, 0.00011318059031498981]"
genetic_algorithm,rastrigin,112,20000,0.000254005447160921,"[-0.00027942834831138345, -0.00024747006533721563, 2.2373349444608264e-05, 2.965709558960556e-05, 9.263887818230261e-05, 8.20179874384613e-05, 0.000231021212651449, 0.0003256684043128516, -0.0009024913221954302, -0.0003878025515512981]"
genetic_algorithm,rastrigin,113,20000,0.00028979855618160855,"[0.0002771212945688358, 0.0010060211642627375, -0.00019425311725649393, 0.00011505457521422539, 0.00017235337664915946, -3.0039666471631482e-05, -0.00031396206009889427, -0.00011553572234919332, -3.204038176030773e-05, -0.00042111520833390434]"
genetic_algorithm,rastrigin,114,20000,0.0003503968012239511,"[-0.0010081688262987198, 0.0003498495869665712, 0.0005114244665090713, -0.0005377095906290651, 4.0248172325924104e-06, 5.270714699196265e-05, -0.000254858788076156, 3.9218098623677255e-05, 3.142850431367378e-05, 8.017808872800395e-05]"
genetic_algorithm,rastrigin,115,20000,0.0002573051605168075,"[-0.0001501275556175696, -0.0003910530312352162, 0.00019107607875532324, 0.00044107925325410414, -0.0002513986879739343, 0.0002713826502526946, 0.00013037523371046953, 0.0005227009977863108, -0.0005813778338327856, -0.00035407321916689546]"
genetic_algorithm,rastrigin,116,20000,0.001897176370121656,"[-0.00047327750473133656, -0.0006144560434330589, 0.0023034611060414583, -0.0011309508387745155, -0.0009330260379140385, 0.00035751657867819954, 0.00022809493192475696, -0.0006812581800083268, -0.0009274426370886389, 4.1107457805367445e-05]"
genetic_algorithm,rastrigin,117,20000,0.006371898371554607,"[-0.002840581053553334, -0.001346272805698218, -0.002070050901678934, 0.0016825314560865248, 0.0011480007328087717, 0.0009360848786197868, -0.003437504322096249, -0.00031062497362263115, -0.0010027447961981513, -9.234319599852006e-05]"
genetic_algorithm,rastrigin,118,20000,0.00024249825864330887,"[0.00042397396903750076, -0.00016102702635578943, -0.00048938760247566, 0.0007771752881728705, -0.00016522526962888822, 0.00017104822160458574, 9.232916946594395e-05, -2.4025242732418852e-05, 0.000325634436729789, -3.791944075755762e-05]"
